Date,Open,High,Low,Close,Volume,Adj Close
2/15/2023,211.759995,214.660004,206.110001,214.240005,181006400,214.240005
2/16/2023,210.779999,217.649994,201.839996,202.039993,229586500,202.039993
2/17/2023,199.990005,208.440002,197.5,208.309998,213738500,208.309998
2/21/2023,204.990005,209.710007,197.220001,197.369995,180018600,197.369995
2/22/2023,197.929993,201.990005,191.779999,200.860001,191828500,200.860001
2/23/2023,203.910004,205.139999,196.330002,202.070007,146360000,202.070007
2/24/2023,196.330002,197.669998,192.800003,196.880005,142228100,196.880005
2/27/2023,202.029999,209.419998,201.259995,207.630005,161028300,207.630005
2/28/2023,210.589996,211.229996,203.75,205.710007,153144900,205.710007
3/1/2023,206.210007,207.199997,198.520004,202.770004,156852800,202.770004
3/2/2023,186.740005,193.75,186.009995,190.899994,181500700,190.899994
3/3/2023,194.800003,200.479996,192.880005,197.789993,154193300,197.789993
3/6/2023,198.539993,198.600006,192.300003,193.809998,128100100,193.809998
3/7/2023,191.380005,194.199997,186.100006,187.710007,148125800,187.710007
3/8/2023,185.039993,186.5,180,182,151897800,182
3/9/2023,180.25,185.179993,172.509995,172.919998,170023800,172.919998
3/10/2023,175.130005,178.289993,168.440002,173.440002,191488900,173.440002
3/13/2023,167.460007,177.350006,163.910004,174.479996,167790300,174.479996
3/14/2023,177.309998,183.800003,177.139999,183.259995,143717900,183.259995
3/15/2023,180.800003,182.339996,176.029999,180.449997,145995600,180.449997
3/16/2023,180.369995,185.809998,178.839996,184.130005,121136800,184.130005
3/17/2023,184.520004,186.220001,177.330002,180.130005,133197100,180.130005
3/20/2023,178.080002,186.440002,176.350006,183.25,129684400,183.25
3/21/2023,188.279999,198,188.039993,197.580002,153391400,197.580002
3/22/2023,199.300003,200.660004,190.949997,191.149994,150376400,191.149994
3/23/2023,195.259995,199.309998,188.649994,192.220001,144193900,192.220001
3/24/2023,191.649994,192.360001,187.149994,190.410004,116312400,190.410004
3/27/2023,194.419998,197.389999,189.940002,191.809998,120851600,191.809998
3/28/2023,192,192.350006,185.429993,189.190002,98654600,189.190002
3/29/2023,193.130005,195.289993,189.440002,193.880005,123660000,193.880005
3/30/2023,195.580002,197.330002,194.419998,195.279999,110252200,195.279999
3/31/2023,197.529999,207.789993,197.199997,207.460007,170222100,207.460007
4/3/2023,199.910004,202.690002,192.199997,194.770004,169545900,194.770004
4/4/2023,197.320007,198.740005,190.320007,192.580002,126463800,192.580002
4/5/2023,190.520004,190.679993,183.759995,185.520004,133882500,185.520004
4/6/2023,183.080002,186.389999,179.740005,185.059998,123857900,185.059998
4/10/2023,179.940002,185.100006,176.110001,184.509995,142154600,184.509995
4/11/2023,186.690002,189.190002,185.649994,186.789993,115770900,186.789993
4/12/2023,190.740005,191.580002,180.309998,180.539993,150256300,180.539993
4/13/2023,182.960007,186.5,180.940002,185.899994,112933000,185.899994
4/14/2023,183.949997,186.279999,182.009995,185,96438700,185
4/17/2023,186.320007,189.690002,182.690002,187.039993,116662200,187.039993
4/18/2023,187.149994,187.690002,183.580002,184.309998,92067000,184.309998
4/19/2023,179.100006,183.5,177.649994,180.589996,125732700,180.589996
4/20/2023,166.169998,169.699997,160.559998,162.990005,210970800,162.990005
4/21/2023,164.800003,166,161.320007,165.080002,123539000,165.080002
4/24/2023,164.649994,165.649994,158.610001,162.550003,140006600,162.550003
4/25/2023,159.820007,163.470001,158.75,160.669998,121999300,160.669998
4/26/2023,160.289993,160.669998,153.139999,153.75,153364100,153.75
4/27/2023,152.639999,160.479996,152.369995,160.190002,127015200,160.190002
4/28/2023,160.899994,165,157.320007,164.309998,122515800,164.309998
5/1/2023,163.169998,163.279999,158.830002,161.830002,109015000,161.830002
5/2/2023,161.880005,165.490005,158.929993,160.309998,128259700,160.309998
5/3/2023,160.009995,165,159.910004,160.610001,119728000,160.610001
5/4/2023,162.710007,162.949997,159.649994,161.199997,95108500,161.199997
5/5/2023,163.970001,170.789993,163.509995,170.059998,107440900,170.059998
5/8/2023,173.720001,173.800003,169.190002,171.789993,112249400,171.789993
5/9/2023,168.949997,169.820007,166.559998,169.149994,88965000,169.149994
5/10/2023,172.550003,174.429993,166.679993,168.539993,119840700,168.539993
5/11/2023,168.699997,173.570007,166.789993,172.080002,103889900,172.080002
5/12/2023,176.070007,177.380005,167.229996,167.979996,157577100,167.979996
5/15/2023,167.660004,169.759995,164.550003,166.350006,105592500,166.350006
5/16/2023,165.649994,169.520004,164.350006,166.520004,98288800,166.520004
5/17/2023,168.410004,174.5,167.190002,173.860001,125473600,173.860001
5/18/2023,174.220001,177.059998,172.449997,176.889999,109520300,176.889999
5/19/2023,177.169998,181.949997,176.309998,180.139999,136024200,180.139999
5/22/2023,180.699997,189.320007,180.110001,188.869995,132001400,188.869995
5/23/2023,186.199997,192.960007,185.259995,185.770004,156952100,185.770004
5/24/2023,182.229996,184.220001,178.220001,182.899994,137605100,182.899994
5/25/2023,186.539993,186.779999,180.580002,184.470001,96870700,184.470001
5/26/2023,184.619995,198.600006,184.529999,193.169998,162061500,193.169998
5/30/2023,200.100006,204.479996,197.529999,201.160004,128818700,201.160004
5/31/2023,199.779999,203.949997,195.119995,203.929993,150711700,203.929993
6/1/2023,202.589996,209.800003,199.369995,207.520004,148029900,207.520004
6/2/2023,210.149994,217.25,209.75,213.970001,164129000,213.970001
6/5/2023,217.800003,221.289993,214.520004,217.610001,151143100,217.610001
6/6/2023,216.139999,221.910004,212.529999,221.309998,146911600,221.309998
6/7/2023,228,230.830002,223.199997,224.570007,185710800,224.570007
6/8/2023,224.220001,235.229996,223.009995,234.860001,164489700,234.860001
6/9/2023,249.070007,252.419998,242.020004,244.399994,199882300,244.399994
6/12/2023,247.940002,250.970001,244.589996,249.830002,150337900,249.830002
6/13/2023,253.509995,259.679993,251.339996,258.709991,162384300,258.709991
6/14/2023,260.170013,261.570007,250.5,256.790009,170575500,256.790009
6/15/2023,248.399994,258.950012,247.289993,255.899994,160171200,255.899994
6/16/2023,258.920013,263.600006,257.209991,260.540009,167563700,260.540009
6/20/2023,261.5,274.75,261.119995,274.450012,165611200,274.450012
6/21/2023,275.130005,276.98999,257.779999,259.459991,211797100,259.459991
6/22/2023,250.770004,265,248.25,264.609985,166875900,264.609985
6/23/2023,259.290009,262.450012,252.800003,256.600006,176584100,256.600006
6/26/2023,250.070007,258.369995,240.699997,241.050003,179990600,241.050003
6/27/2023,243.240005,250.389999,240.850006,250.210007,164968200,250.210007
6/28/2023,249.699997,259.880005,248.889999,256.23999,159770800,256.23999
6/29/2023,258.029999,260.73999,253.610001,257.5,131283400,257.5
6/30/2023,260.600006,264.450012,259.890015,261.769989,112267600,261.769989
7/3/2023,276.48999,284.25,275.109985,279.820007,119685900,279.820007
7/5/2023,278.820007,283.850006,277.600006,282.480011,131530900,282.480011
7/6/2023,278.089996,279.970001,272.880005,276.540009,120332100,276.540009
7/7/2023,278.429993,280.779999,273.769989,274.429993,113602000,274.429993
7/10/2023,276.470001,277.519989,265.100006,269.609985,119425400,269.609985
7/11/2023,268.649994,270.899994,266.369995,269.790009,91972400,269.790009
7/12/2023,276.329987,276.519989,271.459991,271.98999,95672100,271.98999
7/13/2023,274.589996,279.450012,270.600006,277.899994,112681500,277.899994
7/14/2023,277.01001,285.299988,276.309998,281.380005,119771100,281.380005
7/17/2023,286.630005,292.230011,283.570007,290.380005,131569600,290.380005
7/18/2023,290.149994,295.26001,286.01001,293.339996,112434700,293.339996
7/19/2023,296.040009,299.290009,289.519989,291.26001,142355400,291.26001
7/20/2023,279.559998,280.929993,261.200012,262.899994,175158300,262.899994
7/21/2023,268,268,255.800003,260.019989,161050100,260.019989
7/24/2023,255.850006,269.850006,254.119995,269.059998,136508500,269.059998
7/25/2023,272.380005,272.899994,265,265.279999,112757300,265.279999
7/26/2023,263.25,268.040009,261.75,264.350006,95856200,264.350006
7/27/2023,268.309998,269.130005,255.300003,255.710007,103697300,255.710007
7/28/2023,259.859985,267.25,258.230011,266.440002,111446000,266.440002
7/31/2023,267.480011,269.079987,263.779999,267.429993,84582200,267.429993
8/1/2023,266.26001,266.470001,260.25,261.070007,83166000,261.070007
8/2/2023,255.570007,259.519989,250.490005,254.110001,101752900,254.110001
8/3/2023,252.039993,260.48999,252,259.320007,97569100,259.320007
8/4/2023,260.970001,264.769989,253.110001,253.860001,99242600,253.860001
8/7/2023,251.449997,253.649994,242.759995,251.449997,111097900,251.449997
8/8/2023,247.449997,250.919998,245.009995,249.699997,96642200,249.699997
8/9/2023,250.869995,251.100006,241.899994,242.190002,101596300,242.190002
8/10/2023,245.399994,251.800003,243,245.339996,109498600,245.339996
8/11/2023,241.770004,243.789993,238.020004,242.649994,98866600,242.649994
8/14/2023,235.699997,240.660004,233.75,239.759995,98595300,239.759995
8/15/2023,238.729996,240.5,232.610001,232.960007,88197600,232.960007
8/16/2023,228.020004,233.970001,225.380005,225.600006,112484500,225.600006
8/17/2023,226.059998,226.740005,218.830002,219.220001,120718400,219.220001
8/18/2023,214.119995,217.580002,212.360001,215.490005,135813700,215.490005
8/21/2023,221.550003,232.130005,220.580002,231.279999,135702700,231.279999
8/22/2023,240.25,240.820007,229.550003,233.190002,130597900,233.190002
8/23/2023,229.339996,238.979996,229.289993,236.860001,101077600,236.860001
8/24/2023,238.660004,238.919998,228.179993,230.039993,99777400,230.039993
8/25/2023,231.309998,239,230.350006,238.589996,106612200,238.589996
8/28/2023,242.580002,244.380005,235.350006,238.820007,107673700,238.820007
8/29/2023,238.580002,257.480011,237.770004,257.179993,134047600,257.179993
8/30/2023,254.199997,260.51001,250.589996,256.899994,121988400,256.899994
8/31/2023,255.979996,261.179993,255.050003,258.079987,108861700,258.079987
9/1/2023,257.26001,259.079987,242.009995,245.009995,132272500,245.009995
9/5/2023,245,258,244.860001,256.48999,129469600,256.48999
9/6/2023,255.139999,255.389999,245.059998,251.919998,116959800,251.919998
9/7/2023,245.070007,252.809998,243.270004,251.490005,115312900,251.490005
9/8/2023,251.220001,256.519989,246.669998,248.5,118367700,248.5
9/11/2023,264.269989,274.850006,260.609985,273.579987,174667900,273.579987
9/12/2023,270.76001,278.390015,266.600006,267.480011,135999900,267.480011
9/13/2023,270.070007,274.980011,268.100006,271.299988,111673700,271.299988
9/14/2023,271.320007,276.709991,270.420013,276.040009,107709800,276.040009
9/15/2023,277.549988,278.980011,271,274.390015,133422800,274.390015
9/18/2023,271.160004,271.440002,263.76001,265.279999,101543300,265.279999
9/19/2023,264.350006,267.850006,261.200012,266.5,103704000,266.5
9/20/2023,267.040009,273.929993,262.459991,262.589996,122514600,262.589996
9/21/2023,257.850006,260.859985,254.210007,255.699997,119531000,255.699997
9/22/2023,257.399994,257.790009,244.479996,244.880005,127524100,244.880005
9/25/2023,243.380005,247.100006,238.309998,246.990005,104636600,246.990005
9/26/2023,242.979996,249.550003,241.660004,244.119995,101993600,244.119995
9/27/2023,244.259995,245.330002,234.580002,240.5,136597200,240.5
9/28/2023,240.020004,247.550003,238.649994,246.380005,117058900,246.380005
9/29/2023,250,254.770004,246.350006,250.220001,128346200,250.220001
10/2/2023,244.809998,254.279999,242.619995,251.600006,123810400,251.600006
10/3/2023,248.610001,250.020004,244.449997,246.529999,101985300,246.529999
10/4/2023,248.139999,261.859985,247.600006,261.160004,129721600,261.160004
10/5/2023,260,263.600006,256.25,260.049988,119159200,260.049988
10/6/2023,253.979996,261.649994,250.649994,260.529999,117947000,260.529999
10/9/2023,255.309998,261.359985,252.050003,259.670013,101377900,259.670013
10/10/2023,257.75,268.940002,257.649994,263.619995,122656000,263.619995
10/11/2023,266.200012,268.600006,260.899994,262.98999,103706300,262.98999
10/12/2023,262.920013,265.410004,256.630005,258.869995,111508100,258.869995
10/13/2023,258.899994,259.600006,250.220001,251.119995,102073800,251.119995
10/16/2023,250.050003,255.399994,248.479996,253.919998,88917200,253.919998
10/17/2023,250.100006,257.179993,247.080002,254.850006,93562900,254.850006
10/18/2023,252.699997,254.630005,242.080002,242.679993,125147800,242.679993
10/19/2023,225.949997,230.610001,216.779999,220.110001,170772700,220.110001
10/20/2023,217.009995,218.860001,210.419998,211.990005,137734000,211.990005
10/23/2023,210,216.979996,202.509995,212.080002,150683400,212.080002
10/24/2023,216.5,222.050003,214.110001,216.520004,118231100,216.520004
10/25/2023,215.880005,220.100006,212.199997,212.419998,107065100,212.419998
10/26/2023,211.320007,214.800003,204.880005,205.759995,115112600,205.759995
10/27/2023,210.600006,212.410004,205.770004,207.300003,94881200,207.300003
10/30/2023,209.279999,210.880005,194.669998,197.360001,136448200,197.360001
10/31/2023,196.119995,202.800003,194.070007,200.839996,118068300,200.839996
11/1/2023,204.039993,205.990005,197.850006,205.660004,121661700,205.660004
11/2/2023,212.970001,219.199997,211.449997,218.509995,125987600,218.509995
11/3/2023,221.149994,226.369995,218.399994,219.960007,119281000,219.960007
11/6/2023,223.979996,226.320007,215,219.270004,117335800,219.270004
11/7/2023,219.979996,223.119995,215.720001,222.179993,116900100,222.179993
11/8/2023,223.149994,224.149994,217.639999,222.110001,106584800,222.110001
11/9/2023,219.75,220.800003,206.679993,209.979996,142110500,209.979996
11/10/2023,210.029999,215.380005,205.690002,214.649994,130994000,214.649994
11/13/2023,215.600006,225.399994,211.610001,223.710007,140447600,223.710007
11/14/2023,235.029999,238.139999,230.720001,237.410004,149771600,237.410004
11/15/2023,239.289993,246.699997,236.449997,242.839996,150354000,242.839996
11/16/2023,239.490005,240.880005,230.960007,233.589996,136816800,233.589996
11/17/2023,232,237.389999,226.539993,234.300003,142532800,234.300003
11/20/2023,234.039993,237.100006,231.020004,235.600006,116320100,235.600006
11/21/2023,235.039993,243.619995,233.339996,241.199997,122288000,241.199997
11/22/2023,242.039993,244.009995,231.399994,234.210007,117950600,234.210007
11/24/2023,233.75,238.75,232.330002,235.449997,65125200,235.449997
11/27/2023,236.889999,238.330002,232.100006,236.080002,112031800,236.080002
11/28/2023,236.679993,247,234.009995,246.720001,148549900,246.720001
11/29/2023,249.210007,252.75,242.759995,244.139999,135401300,244.139999
11/30/2023,245.139999,245.220001,236.910004,240.080002,132353200,240.080002
12/1/2023,233.139999,240.190002,231.899994,238.830002,121173500,238.830002
12/4/2023,235.75,239.369995,233.289993,235.580002,104099800,235.580002
12/5/2023,233.869995,246.660004,233.699997,238.720001,137971100,238.720001
12/6/2023,242.919998,246.570007,239.169998,239.369995,126436200,239.369995
12/7/2023,241.550003,244.080002,236.979996,242.639999,107142300,242.639999
12/8/2023,240.270004,245.270004,239.270004,243.839996,102980100,243.839996
12/11/2023,242.740005,243.440002,237.449997,239.740005,97913900,239.740005
12/12/2023,238.550003,238.990005,233.869995,237.009995,95328300,237.009995
12/13/2023,234.190002,240.300003,228.199997,239.289993,146286300,239.289993
12/14/2023,241.220001,253.880005,240.789993,251.050003,160829200,251.050003
12/15/2023,251.210007,254.130005,248.300003,253.5,135720800,253.5
12/18/2023,253.779999,258.73999,251.360001,252.080002,116416500,252.080002
12/19/2023,253.479996,258.339996,253.009995,257.220001,106737400,257.220001
12/20/2023,256.410004,259.839996,247,247.139999,125097000,247.139999
12/21/2023,251.899994,254.800003,248.550003,254.5,109594200,254.5
12/22/2023,256.76001,258.220001,251.369995,252.539993,93249800,252.539993
12/26/2023,254.490005,257.970001,252.910004,256.609985,86892400,256.609985
12/27/2023,258.350006,263.339996,257.519989,261.440002,106494400,261.440002
12/28/2023,263.660004,265.130005,252.710007,253.179993,113619900,253.179993
12/29/2023,255.100006,255.190002,247.429993,248.479996,100615300,248.479996
1/2/2024,250.080002,251.25,244.410004,248.419998,104654200,248.419998
1/3/2024,244.979996,245.679993,236.320007,238.449997,121082600,238.449997
1/4/2024,239.25,242.699997,237.729996,237.929993,102629300,237.929993
1/5/2024,236.860001,240.119995,234.899994,237.490005,92379400,237.490005
1/8/2024,236.139999,241.25,235.300003,240.449997,85166600,240.449997
1/9/2024,238.110001,238.960007,232.039993,234.960007,96705700,234.960007
1/10/2024,235.100006,235.5,231.289993,233.940002,91628500,233.940002
1/11/2024,230.570007,230.929993,225.369995,227.220001,105873600,227.220001
1/12/2024,220.080002,225.339996,217.149994,218.889999,122889000,218.889999
1/16/2024,215.100006,223.490005,212.179993,219.910004,115355000,219.910004
1/17/2024,214.860001,215.669998,212.009995,215.550003,103164400,215.550003
1/18/2024,216.880005,217.449997,208.740005,211.880005,108595400,211.880005
1/19/2024,209.990005,213.190002,207.559998,212.190002,102095800,212.190002
1/22/2024,212.259995,217.800003,206.270004,208.800003,117952500,208.800003
1/23/2024,211.300003,215.649994,207.75,209.139999,106605900,209.139999
1/24/2024,211.880005,212.729996,206.770004,207.830002,123369900,207.830002
1/25/2024,189.699997,193,180.059998,182.630005,198076800,182.630005
1/26/2024,185.5,186.779999,182.100006,183.25,107343200,183.25
1/29/2024,185.630005,191.479996,183.669998,190.929993,125013100,190.929993
1/30/2024,195.330002,196.360001,190.610001,191.589996,109982300,191.589996
1/31/2024,187,193.970001,185.850006,187.289993,103221400,187.289993
2/1/2024,188.5,189.880005,184.279999,188.860001,91843300,188.860001
2/2/2024,185.039993,188.690002,182,187.910004,110505100,187.910004
2/5/2024,184.259995,184.679993,175.009995,181.059998,134294400,181.059998
2/6/2024,177.210007,186.490005,177.110001,185.100006,122676000,185.100006
2/7/2024,188.179993,189.789993,182.679993,187.580002,111535200,187.580002
2/8/2024,189,191.619995,185.580002,189.559998,83034000,189.559998
2/9/2024,190.179993,194.119995,189.479996,193.570007,84476300,193.570007
2/12/2024,192.110001,194.729996,187.279999,188.130005,95498600,188.130005
2/13/2024,183.990005,187.259995,182.110001,184.020004,86759500,184.020004
2/14/2024,185.300003,188.889999,183.350006,188.710007,81203000,188.710007
2/15/2024,185.300003,200.880005,188.859497,200.419998,114718188,200.419998
